Suburb,Rooms,Type,Price,Method,SellerG,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Address_bert_mean
0,0.3333333333333333,0,0.6223776223776223,1,13,0.11013215859030838,0.3236714975845416,0.3333333333333333,0.0,0.3333333333333333,0.15514592933947774,0.0,0.0,27,0.5201236056677772,0.508451384417242,1,0.212193838779447,-0.010370796
0,0.6666666666666667,0,0.3286713286713287,0,13,0.11013215859030838,0.3236714975845416,0.6666666666666667,1.0,0.3333333333333333,0.07219662058371736,0.0,0.0,27,0.5269068435333111,0.5054330328396759,1,0.212193838779447,-0.009109822
0,0.3333333333333333,0,0.3710955710955711,1,75,0.11013215859030838,0.3236714975845416,0.3333333333333333,0.0,0.0,0.1390168970814132,0.0,0.0,27,0.5088182092251969,0.5022134578235296,1,0.212193838779447,-0.01078523
0,0.0,2,0.07226107226107227,1,13,0.11013215859030838,0.3236714975845416,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,27,0.5171088332830749,0.5062379265936556,1,0.212193838779447,-0.010246848
0,0.3333333333333333,2,0.25874125874125875,4,75,0.11013215859030838,0.3236714975845416,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,27,0.4914832680132548,0.5251529298132596,1,0.212193838779447,-0.010134994
0,0.3333333333333333,0,0.479020979020979,1,13,0.11013215859030838,0.3236714975845416,0.3333333333333333,0.0,0.3333333333333333,0.1497695852534562,0.0,0.0,27,0.49801527484675034,0.5062379265936556,1,0.212193838779447,-0.010316003
0,0.0,2,0.13799533799533797,3,59,0.11013215859030838,0.3236714975845416,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,27,0.5150989850266257,0.5092562781712218,1,0.212193838779447,-0.009513854
0,0.6666666666666667,0,0.37762237762237766,1,34,0.11013215859030838,0.3236714975845416,0.6666666666666667,0.0,0.0,0.14055299539170507,0.0,0.0,27,0.5135915988342816,0.5066403734707023,1,0.212193838779447,-0.01059318
0,0.0,2,0.131002331002331,3,59,0.11013215859030838,0.3236714975845416,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,27,0.5150989850266257,0.5092562781712218,1,0.212193838779447,-0.009831738
0,1.0,0,0.6512820512820513,1,34,0.11013215859030838,0.3236714975845416,1.0,2.0,0.3333333333333333,0.0,0.0,0.0,27,0.5206260677318824,0.5046281390856393,1,0.212193838779447,-0.011319973
2,0.6666666666666667,0,0.2680652680652681,1,7,0.5947136563876653,0.20289855072463858,0.3333333333333333,0.0,0.3333333333333333,0.47619047619047616,0.0,0.0,17,0.7268867450507344,0.2846909207984254,5,0.17975097913134974,-0.009535822
2,1.0,0,0.29836829836829837,1,37,0.5947136563876653,0.20289855072463858,0.6666666666666667,0.0,0.6666666666666666,0.45852534562211983,1.0,0.0,17,0.705280876293827,0.2685930457179211,5,0.17975097913134974,-0.009918593
2,0.3333333333333333,2,0.13752913752913754,1,7,0.5947136563876653,0.20289855072463858,0.3333333333333333,0.0,0.3333333333333333,0.14746543778801843,0.0,0.0,17,0.7258818209225097,0.267586928525418,5,0.17975097913134974,-0.010782291
2,0.6666666666666667,0,0.2447552447552448,3,7,0.5947136563876653,0.20289855072463858,0.6666666666666667,1.0,0.6666666666666666,0.5046082949308756,0.0,0.0,17,0.7027685659732583,0.25853187379266274,5,0.17975097913134974,-0.010265335
2,0.6666666666666667,0,0.35664335664335667,1,94,0.5947136563876653,0.20289855072463858,0.6666666666666667,0.0,0.3333333333333333,0.5952380952380952,0.0,0.0,17,0.7123153451914277,0.27724565357368647,5,0.17975097913134974,-0.010172626
2,0.6666666666666667,0,0.30069930069930073,1,104,0.5947136563876653,0.20289855072463858,0.6666666666666667,0.0,1.0,0.4715821812596006,0.0,0.0,17,0.7216108933775445,0.27563586606567014,5,0.17975097913134974,-0.011252028
2,0.6666666666666667,0,0.3076923076923077,1,7,0.5947136563876653,0.20289855072463858,0.6666666666666667,0.0,0.3333333333333333,0.478494623655914,0.0,0.0,17,0.7241232036981131,0.27422730199612033,5,0.17975097913134974,-0.010005817
2,0.6666666666666667,0,0.2177156177156177,1,104,0.5947136563876653,0.20289855072463858,0.6666666666666667,1.0,0.3333333333333333,0.16282642089093702,0.0,0.0,17,0.7248768967942851,0.2750321957501001,5,0.17975097913134974,-0.010502241
2,0.6666666666666667,0,0.24102564102564106,1,17,0.5947136563876653,0.20289855072463858,0.6666666666666667,0.0,0.6666666666666666,0.4700460829493088,0.0,0.0,17,0.727891669178959,0.2732211848035604,5,0.17975097913134974,-0.01047229
2,1.0,0,0.3883449883449884,1,104,0.5947136563876653,0.20289855072463858,1.0,2.0,0.6666666666666666,0.40860215053763443,0.0,0.0,17,0.7042759521656023,0.24806825499030083,5,0.17975097913134974,-0.010414377
2,0.6666666666666667,0,0.2680652680652681,0,104,0.5947136563876653,0.20289855072463858,0.6666666666666667,0.0,0.3333333333333333,0.44930875576036866,0.0,0.0,17,0.7201035071852004,0.2661783644558682,5,0.17975097913134974,-0.01052356
2,1.0,0,0.2890442890442891,1,119,0.5947136563876653,0.20289855072463858,1.0,0.0,0.6666666666666666,0.39093701996927804,0.0,0.0,17,0.7047784142297076,0.2671844816484281,5,0.17975097913134974,-0.010218979
4,0.3333333333333333,0,0.6107226107226107,1,145,0.14537444933920704,0.9951690821256047,0.3333333333333333,0.0,0.0,0.12211981566820276,0.0,0.0,20,0.40606471711384984,0.4187057308434987,4,0.1689951481849535,-0.010489027
4,0.3333333333333333,0,0.6550116550116549,1,139,0.14537444933920704,0.9951690821256047,0.3333333333333333,0.0,0.3333333333333333,0.1282642089093702,0.0,0.0,20,0.41737011355643006,0.41528493238888586,4,0.1689951481849535,-0.010396787
4,0.6666666666666667,1,0.6550116550116549,4,90,0.14537444933920704,0.9951690821256047,0.6666666666666667,1.0,0.6666666666666666,0.5514592933947773,0.0,0.0,20,0.4078233343382607,0.43077913715387695,4,0.1689951481849535,-0.009528141
4,0.6666666666666667,0,0.7715617715617715,4,28,0.14537444933920704,0.9951690821256047,0.6666666666666667,0.0,0.3333333333333333,0.19431643625192013,0.0,0.0,20,0.4078233343382607,0.4269558918222742,4,0.1689951481849535,-0.01033784
4,0.3333333333333333,0,0.7762237762237761,0,59,0.14537444933920704,0.9951690821256047,0.3333333333333333,0.0,0.0,0.18433179723502305,0.0,0.0,20,0.4239021203899114,0.41890695428202207,4,0.1689951481849535,-0.009839356
4,0.6666666666666667,0,0.5384615384615384,1,166,0.14537444933920704,0.9951690821256047,0.6666666666666667,0.0,0.0,0.09907834101382489,0.0,0.0,20,0.41309918601145057,0.40904700579511655,4,0.1689951481849535,-0.01101514
4,0.3333333333333333,0,0.3986013986013986,1,28,0.14537444933920704,0.9951690821256047,0.3333333333333333,0.0,0.0,0.22119815668202764,0.0,0.0,20,0.41686765149231064,0.4156873792659326,4,0.1689951481849535,-0.010207146
4,0.3333333333333333,2,0.23403263403263402,1,59,0.14537444933920704,0.9951690821256047,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,20,0.4035524067932954,0.41951062459747845,4,0.1689951481849535,-0.009718809
4,0.3333333333333333,0,0.5571095571095571,1,59,0.14537444933920704,0.9951690821256047,0.3333333333333333,0.0,0.0,0.10445468509984639,0.0,0.0,20,0.4035524067932954,0.4144800386348493,4,0.1689951481849535,-0.009348695
4,0.6666666666666667,0,0.772027972027972,1,166,0.14537444933920704,0.9951690821256047,0.6666666666666667,0.0,0.3333333333333333,0.15514592933947774,0.0,0.0,20,0.41134056878705394,0.40965067611074346,4,0.1689951481849535,-0.010685888
4,0.6666666666666667,0,0.6466200466200466,1,32,0.14537444933920704,0.9951690821256047,0.6666666666666667,2.0,0.3333333333333333,0.0,0.0,0.0,20,0.4148578032358472,0.42816323245324384,4,0.1689951481849535,-0.009705539
4,0.3333333333333333,0,0.7482517482517482,1,90,0.14537444933920704,0.9951690821256047,0.3333333333333333,0.0,0.3333333333333333,0.12442396313364056,0.0,0.0,20,0.4146065722037946,0.40864455891824036,4,0.1689951481849535,-0.010242819
4,0.6666666666666667,0,0.8787878787878788,1,166,0.14537444933920704,0.9951690821256047,0.6666666666666667,1.0,0.0,0.11674347158218126,0.0,0.0,20,0.39651793789569467,0.421321635544075,4,0.1689951481849535,-0.009751838
6,0.6666666666666667,0,0.6279720279720279,1,75,0.28193832599118945,0.37681159420289845,0.6666666666666667,1.0,0.6666666666666666,0.315668202764977,0.0,0.0,4,0.5912219877399281,0.5678122987765164,1,0.1065061086105103,-0.011039775
6,0.3333333333333333,2,0.14918414918414918,1,95,0.28193832599118945,0.37681159420289845,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,4,0.576148125816502,0.5748551191242655,1,0.1065061086105103,-0.010095079
6,0.6666666666666667,0,0.8648018648018647,0,166,0.28193832599118945,0.37681159420289845,0.6666666666666667,2.0,0.6666666666666666,0.5268817204301075,0.0,0.0,4,0.5693648879509539,0.5802881519638845,1,0.1065061086105103,-0.009582445
6,0.6666666666666667,0,0.6503496503496503,1,104,0.28193832599118945,0.37681159420289845,0.6666666666666667,0.0,0.6666666666666666,0.45468509984639016,0.0,0.0,4,0.5806702843935199,0.5696233097230561,1,0.1065061086105103,-0.009549768
