cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
0.08972602739726032,0.6197018415667933,0.0,0.7574257425742574,0.0,0.49651162790697656,0.42205882352941204,0.0,0.35759698974957826
0.15273972602739727,0.12335574393452206,0.6211894052973513,0.30990099009900995,0.4886877828054299,0.8133720930232555,0.5623529411764707,-0.6666666666666666,0.2748151031529778
0.33789954337899536,0.0,0.4782608695652174,0.5980198019801981,0.248868778280543,0.4531976744186048,0.7535294117647062,0.0,0.3489035941352017
0.37442922374429216,0.33323589593686054,0.0,1.0000000000000002,0.0,0.3808139534883721,0.19117647058823528,0.0,0.5646814584144283
0.12054794520547946,0.5361005553931598,0.0,0.6564356435643566,0.4117647058823529,0.7162790697674422,0.26970588235294146,0.0,0.20708446866485009
0.3493150684931507,0.0,0.0,0.6435643564356435,0.0,0.25813953488372077,1.0,2.9523809523809526,0.2534059945504087
0.14794520547945206,0.7313650979245834,0.0,0.7574257425742574,0.0,0.507558139534884,0.25764705882352956,-1.0,0.1741274166342286
0.34109589041095895,0.0,0.5912043978010995,0.608910891089109,0.2895927601809955,0.6610465116279074,0.4491176470588236,1.3333333333333333,0.44517970676008817
0.4429223744292237,0.0,0.0,0.6435643564356435,0.0,0.8255813953488373,0.47058823529411775,0.0,0.25068119891008167
0.12100456621004568,0.5378544285296696,0.7146426786606697,0.6633663366336633,0.4072398190045249,0.22965116279069786,0.276470588235294,0.0,0.3459192941481769
0.11369863013698633,0.52060800935399,0.6931534232883558,0.4009900990099009,0.828054298642534,0.4156976744186047,0.263529411764706,0.0,0.44141689373297
0.16210045662100453,0.3390821397252265,0.0,0.6435643564356435,0.0,0.4238372093023255,0.7405882352941178,-1.1904761904761905,0.059815751913844556
0.6461187214611872,0.0,0.0,0.5841584158415842,0.0,0.47965116279069786,0.4647058823529413,-0.6666666666666666,0.33203581159984424
0.14840182648401828,0.5466237942122186,0.974512743628186,0.5742574257425743,0.3167420814479638,0.28197674418604635,0.09117647058823541,0.0,0.2797456857402361
0.25525114155251144,0.286758257819351,0.12243878060969515,0.5415841584158414,0.3031674208144796,0.7703488372093026,0.5308823529411764,3.4285714285714284,0.6181393538341765
0.5342465753424657,0.0,0.0,0.5445544554455446,0.13574660633484162,0.5377906976744184,0.6235294117647059,0.0,0.5518359932528868
0.2025114155251141,0.0,0.6266866566716642,0.3475247524752474,0.3529411764705882,0.8401162790697674,0.585294117647059,-1.1904761904761905,0.16491501232645644
0.4810502283105022,0.0,0.0,0.505940594059406,0.36199095022624433,0.5776162790697676,0.638823529411765,0.0,0.29544569871545345
0.291552511415525,0.0,0.5907046476761619,0.6752475247524752,0.2760180995475113,0.660174418604651,0.44882352941176507,-1.1904761904761905,0.14311664720384062
0.2876712328767123,1.0,0.0,0.581188118811881,0.0,0.44999999999999973,0.20382352941176474,-1.0,0.25418450759050215
0.3059360730593607,0.458930137386729,0.0,0.6435643564356435,0.0,0.49883720930232567,0.4238235294117647,-1.0,0.2347216815881666
0.0684931506849315,0.6050862320958783,0.8045977011494253,0.5148514851485149,0.22624434389140272,0.19186046511627897,0.3852941176470588,0.0,0.40184248086155433
0.5228310502283104,0.0,0.0,0.6435643564356435,0.0,0.6511627906976742,0.6352941176470588,0.0,0.3816011418191254
0.4748858447488585,0.41800643086816713,0.0,0.40594059405940586,0.45248868778280543,0.3284883720930232,0.585294117647059,0.0,0.5575450888802386
0.4611872146118721,0.22215726395790703,0.0,1.0000000000000002,0.0,0.3808139534883721,0.19117647058823528,2.9523809523809526,0.608018684312962
0.7374429223744292,0.31072785735165154,0.0,0.2623762376237624,0.746606334841629,0.14854651162790722,0.8297058823529415,3.0,0.8157519138445568
0.14634703196347032,0.0,0.8160919540229886,0.4900990099009901,0.20361990950226244,0.7488372093023252,0.5150000000000001,0.0,0.24925392500324378
0.3493150684931507,0.2893890675241157,0.3848075962018991,0.613861386138614,0.27149321266968324,0.34302325581395365,0.42352941176470615,0.0,0.4083300895289995
0.5410958904109588,0.0,0.0,0.693069306930693,0.0,0.48546511627906996,0.5176470588235293,0.0,0.3854937070195925
0.09977168949771686,0.5045308389359836,0.0,0.5435643564356436,0.15384615384615383,0.5372093023255813,0.6229411764705883,0.0,0.2777994031400025
0.48173515981735154,0.42385267465653315,0.0,0.0,0.36199095022624433,0.5784883720930232,0.638235294117647,0.0,0.5474244193590242
0.5228310502283104,0.0,0.0,0.6435643564356435,0.0,0.6511627906976742,0.6352941176470588,2.9523809523809526,0.46165823277539886
0.1735159817351598,0.37942122186495175,0.592703648175912,0.5237623762376238,0.16289592760180996,0.5997093023255813,0.4170588235294117,0.0,0.4778772544440118
0.14383561643835613,0.0,0.7176411794102948,0.36435643564356446,0.0,0.5947674418604652,0.8702941176470587,-0.6666666666666666,0.1887894122226547
0.39999999999999997,0.2858813212510961,0.12243878060969515,0.3336633663366335,0.5067873303167421,0.7578488372093024,0.5220588235294117,-0.6666666666666666,0.5888153626573244
0.5091324200913241,0.0,0.0,0.5643564356435644,0.0,0.7616279069767442,0.5235294117647058,-1.0,0.19735305566368233
0.14840182648401828,0.22040339082139723,0.8345827086456772,0.36633663366336644,0.3574660633484163,0.5997093023255813,0.4855882352941179,0.0,0.5070714934475151
