Maker,Genmodel,Genmodel_ID,Year,Entry_price,sales,Bodytype,Engin_size,Gearbox,Fuel_type,Engine_power,Wheelbase,Height,Width,Length,Average_mpg,Top_speed,Seat_num,Door_num,Annual_revenue
0,16,72,0.4782608695652186,-0.049716730257833276,0.11355002110595187,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,0.08279090657437908
0,16,72,0.5217391304347814,0.01329633483639727,0.17644575770367243,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,0.15214209005599735
0,16,72,0.5652173913043583,0.01329633483639727,0.16251582946390883,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,0.13935216735389497
0,16,72,0.6086956521739211,-0.009249624234015492,0.1122836639932461,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,0.08909574911590461
0,16,72,0.6521739130434838,0.01676494392415308,0.020261713803292527,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,0.009194342011790903
0,16,72,0.6956521739130466,0.01676494392415308,0.1118615449556775,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,0.09347870555759989
0,16,72,0.7391304347826093,0.05723204994797086,0.09286618826509076,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,0.08297503521373374
0,16,72,0.7826086956521721,0.05723204994797086,-0.18193330519206416,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,-0.17621069096738548
0,17,73,0.5217391304347814,0.40004624812117007,-0.2097931616715914,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,-0.20248758486593213
0,17,73,0.5652173913043583,0.32443057000809344,-0.2097931616715914,6,24,2,4,0.525,0.505823627287854,0.251984126984127,0.5007256894049346,0.6580732700135683,70,50,0.0,0.0,-0.20248758486593213
